,title,documents,links
12,"
                Diagnosis - Agoraphobia
              ","Your GP may want to do a physical examination, and in some cases they may decide to carry out blood tests to look for signs of any physical conditions that could be causing your symptoms.For example, an overactive thyroid gland (hyperthyroidism) can sometimes cause symptoms that are similar to the symptoms of a panic attack.By ruling out any underlying medical conditions, your GP will be able to make the correct diagnosis.",https://www.nhs.uk/mental-health/conditions/agoraphobia/diagnosis/
13,"
                Diagnosis - Agoraphobia
              ","A diagnosis of agoraphobia can usually be made if:If there's any doubt about the diagnosis, you may be referred to a psychiatrist for a more detailed assessment.",https://www.nhs.uk/mental-health/conditions/agoraphobia/diagnosis/
14,"
                Treatment - Agoraphobia
              ",A stepped approach is usually recommended for treating agoraphobia and any underlying panic disorder.The steps are as follows:,https://www.nhs.uk/mental-health/conditions/agoraphobia/treatment/
15,"
                Treatment - Agoraphobia
              ","Learning more about agoraphobia and its association with panic disorder and panic attacks may help you control your symptoms better.For example, there are techniques you can use during a panic attack to bring your emotions under control. Having more confidence in controlling your emotions may make you more confident coping with previously uncomfortable situations and environments.Making some lifestyle changes can also help. For example, ensure you:",https://www.nhs.uk/mental-health/conditions/agoraphobia/treatment/
16,"
                Treatment - Agoraphobia
              ","If your symptoms do not respond to self-help techniques and lifestyle changes, your GP may suggest trying a talking therapy.If you prefer, you can refer yourself directly for talking therapies, such as cognitive behavioural therapy (CBT), without seeing your GP.Find an NHS talking therapies serviceRead more about talking therapies on the NHS.With guided self-help you work through a CBT-based workbook or computer course with the support of a therapist.The therapist works with you to understand your problems and make positive changes in your life.Cognitive behavioural therapy (CBT) is based on the idea that unhelpful and unrealistic thinking leads to negative behaviour.CBT aims to break this cycle and find new ways of thinking that can help you behave more positively. For example, many people with agoraphobia have the unrealistic thought that if they have a panic attack it will kill them.The CBT therapist will try to encourage a more positive way of thinking – for example, although having a panic attack may be unpleasant, it is not fatal and will pass.This shift in thinking can lead to more positive behaviour in terms of a person being more willing to confront situations that previously scared them.CBT is usually combined with exposure therapy. Your therapist will set relatively modest goals at the start of treatment, such as going to your local corner shop.As you become more confident, more challenging goals can be set, such as going to a large supermarket or having a meal in a busy restaurant.A course of CBT usually consists of 12 to 15 weekly sessions, with each session lasting about an hour.Animated video explaining self-referral to talking therapies services for stress, anxiety or depression.Applied relaxation is based on the premise that people with agoraphobia and related panic disorder have lost their ability to relax. The aim of applied relaxation is therefore to teach you how to relax.This is achieved using a series of exercises designed to teach you how to:As with CBT, a course of applied relaxation therapy consists of 12 to 15 weekly sessions, with each session lasting about an hour.",https://www.nhs.uk/mental-health/conditions/agoraphobia/treatment/
17,"
                Treatment - Agoraphobia
              ","Sometimes medicine can be used as a sole treatment for agoraphobia. In more severe cases, it can also be used in combination with CBT or applied relaxation therapy.If medicine is recommended for you, you'll usually be prescribed a course of selective serotonin reuptake inhibitors (SSRIs).SSRIs were originally developed to treat depression, but they've also proved effective for helping treat other mood disorders, such as anxiety, feelings of panic, and obsessional thoughts.An SSRI called sertraline is usually recommended for people with agoraphobia. Side effects associated with sertraline include:These side effects should improve over time, although some can occasionally persist.If sertraline fails to improve your symptoms, you may be prescribed an alternative SSRI or a similar type of medicine known as serotonin-norepinephrine reuptake inhibitors (SNRIs).The length of time you'll have to take an SSRI or SNRI for will vary depending on your response to treatment. Some people may have to take SSRIs for 6 to 12 months or more.When you and your GP decide it's appropriate for you to stop taking SSRIs, you'll be weaned off them by slowly reducing your dosage. You should never stop taking your medicine unless your GP specifically advises you to.If you're unable to take SSRIs or SNRIs for medical reasons or you experience troublesome side effects, another medicine called pregabalin may be recommended. Dizziness and drowsiness are common side effects of pregabalin.Read more about pregabalin.",https://www.nhs.uk/mental-health/conditions/agoraphobia/treatment/
18,"
                Treatment - Agoraphobia
              ",Charities like Mind and Anxiety Care UK are useful resources for information and advice about how to manage anxiety and phobias. They can also put you in touch with other people who've had similar experiences.,https://www.nhs.uk/mental-health/conditions/agoraphobia/treatment/
19,"
                Overview - Anorexia
              ","Anorexia is an eating disorder and serious mental health condition.People who have anorexia try to keep their weight as low as possible by not eating enough food or exercising too much, or both. This can make them very ill because they start to starve.They often have a distorted image of their bodies, thinking they're fat even when they're underweight.Men and women of any age can get anorexia, but it's most common in young women and typically starts in the mid-teens.",https://www.nhs.uk/mental-health/conditions/anorexia/overview/
20,"
                Overview - Anorexia
              ","Signs and symptoms of anorexia include:Some people with anorexia may also make themselves sick, do an extreme amount of exercise, or use medicine to help them poo (laxatives) or to make them pee (diuretics) to try to stop themselves gaining weight from any food they do eat.",https://www.nhs.uk/mental-health/conditions/anorexia/overview/
21,"
                Overview - Anorexia
              ","Getting help and support as soon as possible gives you the best chance of recovering from anorexia.If you think you may have anorexia, even if you're not sure, see a GP as soon as you can.They will ask you questions about your eating habits and how you're feeling, and will check your overall health and weight.They may also refer you for some blood tests to make sure your weight loss is not caused by something else.If they think you may have anorexia, or another eating disorder, they should refer you to an eating disorder specialist or team of specialists.It can be very hard to admit you have a problem and to ask for help. It may make things easier if you bring a friend or loved one with you to your appointment.You can also talk in confidence to an adviser from eating disorders charity Beat by calling its adult helpline on 0808 801 0677 or youth helpline on 0808 801 0711.If you're concerned that a family member or friend may have anorexia, let them know you're worried about them and encourage them to see a GP. You could offer to go along with them.Read more about talking to your child about eating disorders and supporting someone with an eating disorder.",https://www.nhs.uk/mental-health/conditions/anorexia/overview/
22,"
                Overview - Anorexia
              ","You can recover from anorexia, but it may take time and recovery will be different for everyone.Your treatment plan will be tailored to you and should consider any other support you might need, such as for depression or anxiety.If you're over 18, you should be offered a type of talking therapy to help you manage your feelings about food and eating so that you are able to eat enough to be healthy. Talking therapies that are commonly used to treat anorexia in adults include:If you're under 18, you should be offered family therapy. You may also be offered another type of talking therapy, such as CBT or adolescent-focused psychotherapy.",https://www.nhs.uk/mental-health/conditions/anorexia/overview/
23,"
                Overview - Anorexia
              ",Long-term anorexia can lead to severe health problems associated with not getting the right nutrients (malnutrition). But these will usually start to improve once your eating habits return to normal.Possible complications include:Anorexia can also put your life at risk. It's one of the leading causes of deaths related to mental health problems. Deaths from anorexia may be due to physical complications or suicide.,https://www.nhs.uk/mental-health/conditions/anorexia/overview/
24,"
                Overview - Anorexia
              ",We do not know exactly what causes anorexia and other eating disorders. You may be more likely to get an eating disorder if:,https://www.nhs.uk/mental-health/conditions/anorexia/overview/
25,"
                Overview - Anorexia
              ","In this video, Katie shares her experiences of life with anorexia and explains how she recovered.",https://www.nhs.uk/mental-health/conditions/anorexia/overview/
26,"
                Symptoms - Anorexia
              ","The main symptom of anorexia is deliberately losing a lot of weight or keeping your body weight much lower than is healthy for your age and height.Signs and symptoms include:You may also notice physical signs and symptoms such as:People with anorexia often have other mental health problems, such as depression or anxiety.",https://www.nhs.uk/mental-health/conditions/anorexia/symptoms/
27,"
                Symptoms - Anorexia
              ","The following warning signs could indicate that someone you care about has an eating disorder:In children with anorexia, puberty and the associated growth spurt may be delayed. Young people with anorexia may gain less weight than expected and may be smaller than children of the same age.",https://www.nhs.uk/mental-health/conditions/anorexia/symptoms/
28,"
                Symptoms - Anorexia
              ","Getting help and support as soon as possible gives you the best chance of recovering from anorexia.If you think you may have anorexia, even if you're not sure, see a GP as soon as you can.If you're concerned that a family member or friend may have anorexia, let them know you're worried about them and encourage them to see a GP. You could offer to go along with them.You can also talk in confidence to an adviser from eating disorders charity Beat by calling its adult helpline on 0808 801 0677 or youth helpline on 0808 801 0711.",https://www.nhs.uk/mental-health/conditions/anorexia/symptoms/
29,"
                Treatment - Anorexia
              ","Treatment for anorexia usually involves a combination of talking therapy and supervised weight gain.It's important to start treatment as early as possible to reduce the risk of serious complications, particularly if you've already lost a lot of weight.Treatment for anorexia is slightly different for adults and those under 18 years old.",https://www.nhs.uk/mental-health/conditions/anorexia/treatment/
30,"
                Treatment - Anorexia
              ","A number of different talking therapies are available to treat anorexia. The aim of these treatments is to help you understand the causes of your eating problems and feel more comfortable with food so you can begin to eat more and reach a healthy weight.You may be offered any of the following types of talking therapy. If you feel one is not right for you or is not helping, you can talk to your doctors about trying a different kind of therapy.If you are offered CBT, it'll usually involve weekly sessions for up to 40 weeks (9 to 10 months), and 2 sessions a week in the first 2 to 3 weeks.CBT involves talking to a therapist who'll work with you to create a personalised treatment plan.They'll help you to:They'll ask you to practise these techniques on your own, measure your progress, and show you ways to manage difficult feelings and situations so you stick with your new eating habits.MANTRA involves talking to a therapist in order to understand what's causing your eating disorder. It focuses on what's important to you and helps you to change your behaviour when you're ready.You can involve your family or carers if you think it would be helpful.You should be offered 20 sessions. The first 10 should be weekly, with the next 10 scheduled to suit you.SSCM involves talking to a therapist who'll help you understand what's causing your eating disorder. You'll learn about nutrition and how your eating habits cause your symptoms.You should be offered 20 or more weekly sessions. Your therapist will set you a target weight and, over the course of the 20 weeks, will help you reach it.Focal psychodynamic therapy is usually offered if you do not feel any of the above therapies are right for you or if they do not work.Focal psychodynamic therapy should include trying to understand how your eating habits are related to what you think, and to how you feel about yourself and other people in your life.You should be offered weekly sessions for up to 40 weeks (9 to 10 months).During your treatment you'll probably be given advice on healthy eating and your diet. However, this advice alone will not help you recover from anorexia, so you'll need to have talking therapy as well as dietary advice.Your doctors will probably also advise you to take vitamin and mineral supplements so you get all the nutrients you need to be healthy.",https://www.nhs.uk/mental-health/conditions/anorexia/treatment/
31,"
                Treatment - Anorexia
              ","Children and young people will usually be offered family therapy. You may also be offered CBT or adolescent-focused psychotherapy. CBT will be very similar to the CBT offered to adults.Family therapy involves you and your family talking to a therapist, exploring how anorexia has affected you and how your family can support you to get better.Your therapist will also help you find ways to manage difficult feelings and situations to stop you from relapsing into unhealthy eating habits once your therapy ends.You can have the sessions together with your family or on your own with the therapist. Family therapy is sometimes offered in a group with other families.You'll usually be offered 18 to 20 sessions over a year, and your therapist will regularly check that the schedule is still working for you.Adolescent-focused psychotherapy will usually involve up to 40 sessions, and normally lasts between 12 and 18 months. You'll have sessions more often in the beginning to give you more support.The therapist will help you:You can have the therapy alone or with your family.If you have anorexia, you may not be getting all the vitamins and energy that your body needs to grow and develop properly, which is especially important as you reach puberty.During your treatment, your doctor will give you advice about the best foods to eat to stay healthy. They'll probably also advise you to take vitamin and mineral supplements.They'll also talk to your parents or carers about your diet so they can support you at home.",https://www.nhs.uk/mental-health/conditions/anorexia/treatment/
32,"
                Treatment - Anorexia
              ","Anorexia can make your bones weaker, which can make you more likely to develop a condition called osteoporosis. This is more likely if your weight has been low for a year or more in children and young people, or 2 years or more in adults.Because of this, your doctors may suggest you have a bone-density scan to check the health of your bones.Girls and women are more at risk of getting weak bones than men, so your doctor may prescribe you medicine to help protect your bones against osteoporosis.",https://www.nhs.uk/mental-health/conditions/anorexia/treatment/
33,"
                Treatment - Anorexia
              ","Antidepressants should not be offered as the only treatment for anorexia. But you may be offered an antidepressant, such as fluoxetine (Prozac), in combination with therapy, to help you manage other conditions such as:Antidepressants are very rarely prescribed for children or young people under 18.",https://www.nhs.uk/mental-health/conditions/anorexia/treatment/
34,"
                Treatment - Anorexia
              ","Most people with anorexia will be able to stay at home during their treatment. You'll usually have appointments at your clinic and then be able to go home.However, you may be admitted to hospital if you have serious health complications. For example, if:Your doctors will keep a careful eye on your weight and health if you're being cared for in hospital. They'll help you to reach a healthy weight gradually, and either start or continue any therapy.Once they're happy with your weight, as well as your physical and mental health, you should be able to return home.Occasionally, someone with anorexia may refuse treatment even though they're seriously ill and their life is at risk.In these cases, doctors may decide, as a last resort, to admit the person to hospital for compulsory treatment under the Mental Health Act. This is sometimes known as ""sectioning"" or ""being sectioned"".",https://www.nhs.uk/mental-health/conditions/anorexia/treatment/
35,"
                Treatment - Anorexia
              ","It's important that you receive ongoing support after your treatment is finished.You should have checks of your weight at least once a year, as well as of your mental and physical health. This will usually be done by your GP, but it may be with an eating disorder specialist.",https://www.nhs.uk/mental-health/conditions/anorexia/treatment/
36,"
                Treatment - Anorexia
              ","There are many organisations that support people with anorexia and their families, including:Joining a self-help support group, such as the Beat online support group for people with anorexia, may also be helpful.",https://www.nhs.uk/mental-health/conditions/anorexia/treatment/
37,Antisocial personality disorder,"Personality disorders are mental health conditions that affect how someone thinks, perceives, feels or relates to others.Antisocial personality disorder is a particularly challenging type of personality disorder characterised by impulsive, irresponsible and often criminal behaviour.Someone with antisocial personality disorder will typically be manipulative, deceitful and reckless, and will not care for other people's feelings.Like other types of personality disorder, antisocial personality disorder is on a spectrum, which means it can range in severity from occasional bad behaviour to repeatedly breaking the law and committing serious crimes.Psychopaths are considered to have a severe form of antisocial personality disorder.The Mind website has more information about signs of antisocial personality disorderFind out more about personality disorders",https://www.nhs.uk/mental-health/conditions/antisocial-personality-disorder/
38,Antisocial personality disorder,"A person with antisocial personality disorder may:A person with antisocial personality disorder will have a history of conduct disorder during childhood, such as truancy (not going to school), delinquency (for example, committing crimes or substance misuse), and other disruptive and aggressive behaviours.",https://www.nhs.uk/mental-health/conditions/antisocial-personality-disorder/
39,Antisocial personality disorder,"Antisocial personality disorder affects more men than women.It's not known why some people develop antisocial personality disorder, but both genetics and traumatic childhood experiences, such as child abuse or neglect, are thought to play a role.A person with antisocial personality disorder will have often grown up in difficult family circumstances. One or both parents may misuse alcohol, and parental conflict and harsh, inconsistent parenting are common.As a result of these problems, social services may become involved with the child's care.These types of difficulties in childhood will often lead to behavioural problems during adolescence and adulthood.",https://www.nhs.uk/mental-health/conditions/antisocial-personality-disorder/
40,Antisocial personality disorder,"Criminal behaviour is a key feature of antisocial personality disorder, and there's a high risk that someone with the disorder will commit crimes and be imprisoned at some point in their life.Men with antisocial personality disorder have been found to be 3 to 5 times more likely than women to misuse alcohol and drugs than those without the disorder. They also have an increased risk of dying prematurely as a result of reckless behaviour or attempting suicide.People with antisocial personality disorder are also more likely to have relationship problems during adulthood and be unemployed and homeless.",https://www.nhs.uk/mental-health/conditions/antisocial-personality-disorder/
41,Antisocial personality disorder,"To be diagnosed with antisocial personality disorder, a person will usually have a history of conduct personality disorder before the age of 15.Antisocial personality disorder is diagnosed after rigorous detailed psychological assessment.A diagnosis can only be made if the person is aged 18 years or older and at least 3 of the following criteria behaviours apply:These signs are not part of a schizophrenic or manic episode – they're part of a person's everyday personality and behaviour.This behaviour usually becomes most extreme and challenging during the late teens and early 20s. It may improve by the time the person reaches their 40s.",https://www.nhs.uk/mental-health/conditions/antisocial-personality-disorder/
42,Antisocial personality disorder,"In the past, antisocial personality disorder was thought to be a lifelong disorder, but that's not always the case and it can sometimes be managed and treated.Evidence suggests behaviour can improve over time with therapy, even if core characteristics such as lack of empathy remain. But antisocial personality disorder is one of the most difficult types of personality disorders to treat.A person with antisocial personality disorder may also be reluctant to seek treatment and may only start therapy when ordered to do so by a court.The recommended treatment for someone with antisocial personality disorder will depend on their circumstances, taking into account factors such as age, offending history and whether there are any associated problems, such as alcohol or drug misuse.The person's family and friends will often play an active role in making decisions about their treatment and care.Sometimes, substance misuse services and social care may also need to be involved.National Institute for Health and Care Excellence (NICE): management and prevention of antisocial personality disorderCognitive behavioural therapy (CBT) is sometimes used to treat antisocial personality disorder.It's a talking therapy that aims to help a person manage their problems by changing the way they think and behave.Mentalisation-based therapy (MBT) is another type of talking therapy that's becoming more popular in the treatment of antisocial personality disorder.The therapist will encourage the person to consider the way they think and how their mental state affects their behaviour.Evidence suggests community-based programmes can be an effective long-term treatment method for people with antisocial personality disorder, and is becoming increasingly popular in prisons.DTC is a type of social therapy that aims to address the person's risk of offending, as well as their emotional and psychological needs.It's based around large and small therapy groups and focuses on community issues, creating an environment where both staff and prisoners contribute to the decisions of the community.There may also be opportunities for educational and vocational work.The recommended length of treatment is 18 months, as there needs to be enough time for a person to make changes and put new skills into practice.Self-motivation is another important factor for acceptance on to this type of scheme. For example, the person must be willing to work as part of a community, participate in groups, and be subject to the democratic process.Read more about DTC and working with offenders with personality disorder on GOV.UKThere's little evidence to support the use of medicine for treating antisocial personality disorder, but certain antipsychotic and antidepressant medicines may be helpful in some instances.Carbamazepine and lithium may help control symptoms such as aggression and impulsive behaviour, and a class of antidepressant called selective serotonin reuptake inhibitors (SSRIs) may improve anger and general personality disorder symptoms.",https://www.nhs.uk/mental-health/conditions/antisocial-personality-disorder/
43,"
                Overview - Binge eating disorder
              ","Binge eating disorder involves regularly eating a lot of food over a short period of time until you're uncomfortably full.It's a serious mental health condition where people eat without feeling like they’re in control of what they’re doing.Binges are sometimes planned in advance, but can be spontaneous. They are usually done alone, and may include ""special"" binge foods. You may feel guilty or ashamed after binge eating.Men and women of any age can get binge eating disorder, but it often starts when people are in their 20s or older.",https://www.nhs.uk/mental-health/conditions/binge-eating/overview/
44,"
                Overview - Binge eating disorder
              ",The main symptom of binge eating disorder is eating a lot of food in a short time and not being able to stop when full. Other symptoms include:People who regularly eat in this way may have binge eating disorder.Someone you care about may have an eating disorder if they:,https://www.nhs.uk/mental-health/conditions/binge-eating/overview/
45,"
                Overview - Binge eating disorder
              ","If you think you may have binge eating disorder, see a GP as soon as you can.They'll ask you about your eating habits and how you're feeling, and check your weight and overall health.The GP should refer you to an eating disorder specialist or team of specialists if they think you have binge eating disorder or another eating disorder.It can be hard to admit you need help with an eating disorder, so bringing a friend or loved one with you to your appointment may help.You can also talk in confidence to an adviser from eating disorders charity Beat by calling its adult helpline on 0808 801 0677 or youth helpline on 0808 801 0711.If you're concerned that a family member or friend may have binge eating disorder, let them know you're worried about them and encourage them to see a GP. You could offer to go along with them.Read more about talking to your child about eating disorders and supporting someone with an eating disorder.",https://www.nhs.uk/mental-health/conditions/binge-eating/overview/
46,"
                Overview - Binge eating disorder
              ","Most people recover from binge eating disorder with the right support and treatment, but it may take time.The main treatments are:Read more about treating binge eating disorder",https://www.nhs.uk/mental-health/conditions/binge-eating/overview/
47,"
                Overview - Binge eating disorder
              ","The exact causes of binge eating disorder are not known, but you are more likely to have an eating disorder if:",https://www.nhs.uk/mental-health/conditions/binge-eating/overview/
48,"
                Treatment - Binge eating disorder
              ",Most people get better from binge eating disorder with treatment and support.,https://www.nhs.uk/mental-health/conditions/binge-eating/treatment/
49,"
                Treatment - Binge eating disorder
              ","You'll probably be offered a guided self-help programme as a first step in treating binge eating disorder. This often involves working through a self-help book or self-help guide online, combined with sessions with a healthcare professional, such as a therapist.Joining a self-help support group, like one of the Beat online support groups for people with binge eating disorder, may also be helpful.If self-help treatment alone is not enough or has not helped you after 4 weeks, you may also be offered cognitive behavioural therapy or medicine.",https://www.nhs.uk/mental-health/conditions/binge-eating/treatment/
50,"
                Treatment - Binge eating disorder
              ","If you're offered CBT, it will usually be in group sessions with other people, but it may also be offered as 1-to-1 sessions with a therapist.You should be offered about 20 sessions across 20 weeks, each one lasting about 90 minutes for a group session.CBT involves talking to a therapist, who will help you explore patterns of thoughts, feelings and behaviours that could be contributing to your eating disorder.They will help you:You should not try to diet while you're having treatment because this can make it more difficult to stop binge eating.",https://www.nhs.uk/mental-health/conditions/binge-eating/treatment/
51,"
                Treatment - Binge eating disorder
              ","Antidepressants should not be offered as the only treatment for binge eating disorder. But you may be offered an antidepressant in combination with therapy or self-help treatment to help you manage other conditions, such as:Antidepressants are rarely prescribed for children or young people under 18.Find out more about antidepressants",https://www.nhs.uk/mental-health/conditions/binge-eating/treatment/
52,"
                Overview - Bipolar disorder
              ","Bipolar disorder is a mental health condition that affects your moods, which can swing from 1 extreme to another. It used to be known as manic depression.",https://www.nhs.uk/mental-health/conditions/bipolar-disorder/overview/
53,"
                Overview - Bipolar disorder
              ","People with bipolar disorder have episodes of:Symptoms of bipolar disorder depend on which mood you're experiencing.Unlike simple mood swings, each extreme episode of bipolar disorder can last for several weeks (or even longer).",https://www.nhs.uk/mental-health/conditions/bipolar-disorder/overview/
54,"
                Overview - Bipolar disorder
              ","You may initially be diagnosed with clinical depression before you have a manic episode, after which you may be diagnosed with bipolar disorder.During an episode of depression, you may have overwhelming feelings of worthlessness, which can potentially lead to thoughts of suicide.If you're feeling suicidal, call 999 or go to your nearest A&E department as soon as possible.If you're feeling very depressed, contact a GP, your care co-ordinator or speak to a local mental health crisis team as soon as possible.Find a local NHS urgent mental health helplineYou could also get help from NHS 111 if you're not sure what to do or if you cannot speak to your local NHS urgent mental health helpline.You can call 111 or get help from 111 online.If you want to talk to someone confidentially, call the Samaritans free on 116 123. You can talk to them 24 hours a day, 7 days a week.Or visit the Samaritans website or email jo@samaritans.org.",https://www.nhs.uk/mental-health/conditions/bipolar-disorder/overview/
55,"
                Overview - Bipolar disorder
              ","During a manic phase of bipolar disorder, you may:It's also common to:You may feel very creative and view the manic phase of bipolar as a positive experience.But you may also experience symptoms of psychosis, where you see or hear things that are not there or become convinced of things that are not true.",https://www.nhs.uk/mental-health/conditions/bipolar-disorder/overview/
56,"
                Overview - Bipolar disorder
              ","The high and low phases of bipolar disorder are often so extreme that they interfere with everyday life.But there are several options for treating bipolar disorder that can make a difference.They aim to control the effects of an episode and help someone with bipolar disorder live life as normally as possible.The following treatment options are available:It's thought using a combination of different treatment methods is the best way to control bipolar disorder.Help and advice for people with a long-term condition or their carers is also available from charities, support groups and associations.This includes self-help and learning to deal with the practical aspects of a long-term condition.",https://www.nhs.uk/mental-health/conditions/bipolar-disorder/overview/
57,"
                Overview - Bipolar disorder
              ",Find out more about living with bipolar disorder,https://www.nhs.uk/mental-health/conditions/bipolar-disorder/overview/
58,"
                Overview - Bipolar disorder
              ","Bipolar disorder, like all other mental health problems, can get worse during pregnancy. But specialist help is available if you need it.Find out more:",https://www.nhs.uk/mental-health/conditions/bipolar-disorder/overview/
59,"
                Overview - Bipolar disorder
              ","The exact cause of bipolar disorder is unknown, although it's believed a number of things can trigger an episode.These include:",https://www.nhs.uk/mental-health/conditions/bipolar-disorder/overview/
60,"
                Overview - Bipolar disorder
              ","Bipolar disorder is fairly common, and around 1 in every 100 people will be diagnosed with it at some point in their life.Bipolar disorder can occur at any age, although it often develops between the ages of 15 and 19.Men and women from all backgrounds are equally likely to develop bipolar disorder.The pattern of mood swings in bipolar disorder varies widely. For example, some people only have a couple of bipolar episodes in their lifetime and are stable in between, while others have many episodes.",https://www.nhs.uk/mental-health/conditions/bipolar-disorder/overview/
61,"
                Overview - Bipolar disorder
              ","If you have bipolar disorder, you must inform the Driver and Vehicle Licensing Agency (DVLA) as it may affect your driving.Find out more about bipolar disorder and driving on GOV.UK",https://www.nhs.uk/mental-health/conditions/bipolar-disorder/overview/
62,"
                Overview - Bipolar disorder
              ",If you:Our guide to care and support explains your options and where you can get support.,https://www.nhs.uk/mental-health/conditions/bipolar-disorder/overview/
